hID,Impressions to CTA,Impressions to Views,Views to CTA,cluster
-7855050256466260189,3.7642908613772997e-06,0.007440389765430903,0.000505926568372362,1
-7844781096590802406,3.7625998921904964e-05,0.00437848091351534,0.00859339110186877,1
-7798205243669656475,0.0,0.18329664954756664,0.0,1
-7790577727904649082,0.0,0.09456092476143663,0.0,1
-7725653083403268980,0.00032058262940735515,0.03753484641336703,0.0085409335601594,1
-7690511537241942597,0.0,0.0008801000679623972,0.0,1
-7586713232355452428,3.4846588897568516e-06,0.0008567952911383199,0.004067084548430709,1
-7576255437190363445,2.2404214480599535e-05,0.0038658690782511296,0.005795388831619439,1
-7575327633620706456,1.3473323615392466e-06,0.004341104868879452,0.0003103662321539417,1
-7262202421028960971,0.0,0.23964540037785204,0.0,1
-7211502742296185487,0.0,0.416150472487227,0.0,1
-7198217930959990543,0.0,0.001182900951975197,0.0,1
-7031402007221657066,4.337365546315629e-06,0.0017526506596962834,0.0024747461921859836,3
-7019117929478186671,0.0,0.0008514305081542847,0.0,1
-6955945058125691884,0.0,0.009980845696579222,0.0,1
-6942460080692346847,0.00011384556187638666,0.021635069375190843,0.005262084438099123,1
-6931466400814329169,1.8468560526521493e-05,0.001892793201165182,0.009757304979303844,3
-6892918008317246449,0.0007564296520423601,0.16414523449319213,0.004608294930875576,1
-6854125332400432248,1.5198082728502154e-06,8.954258070746291e-05,0.016973022899747038,1
-6833676129936953207,4.7465225130199754e-05,0.004381743468037885,0.010832497492477432,1
-6808841046802860592,0.0,0.08014977418068119,0.0,1
-6746470096460591756,0.0,0.07782263524249282,0.0,1
-6711875800170525538,2.403067683923049e-06,0.000414804989313799,0.005793246816771372,1
-6570920144897222336,0.0,0.04138746551044541,0.0,1
-6566628359642162925,0.0,0.14403859407305306,0.0,1
-6467334850022941442,0.0,0.17751820229427479,0.0,1
-6459551797493886410,5.951726243312087e-06,0.0008931416194024744,0.006663810211077034,1
-6448688673368797792,0.0,0.08448600558477823,0.0,1
-6408434427167214497,0.0,0.006275989802845417,0.0,1
-6396612749533183814,0.0,0.010083045448296237,0.0,1
-6371510661648603631,0.0,0.0027018958677902122,0.0,1
-6232666357913789783,0.0,0.012296181602546362,0.0,1
-6200961432122466232,0.0,0.0010397351575182755,0.0,1
-6196854709116059419,0.0,0.2546847947856197,0.0,1
-6141154304508578319,0.00012215117946255346,0.010043766044491333,0.012161890163655223,1
-6102153568760836215,3.8395428275459904e-05,0.0019236986937054145,0.019959169490052994,1
-6073699359554574904,0.0,0.013202999099467294,0.0,1
-6068946375942888171,0.0,0.01936272552476549,0.0,1
-5949965038500310321,3.1638807195234252e-06,0.0017603866713436158,0.0017972646413577944,1
-5928357302806572360,2.459205868963914e-05,0.001914604806943851,0.012844456777946628,1
-5910359500759990458,2.6742830533282312e-09,0.0006236936194141567,4.287815315218743e-06,1
-5851852245635165533,0.0,0.34219114219114216,0.0,1
-5818747722091201231,0.00011306248586718926,0.07615889048013869,0.001484560570071259,1
-5786498867749340105,0.0,0.0020387866998675024,0.0,1
-5768875520275520636,0.0,0.02208545689703117,0.0,1
-5751819148993582614,7.678670373723958e-07,0.0059362264925185175,0.00012935271899415325,1
-5574759224542349209,9.149278552476493e-06,0.0015747522967380133,0.0058099794941900195,1
-5572087570545156096,0.0,0.20560177723570153,0.0,1
-5533355377136130755,0.0,0.038118120081394494,0.0,1
-5510101548529760515,4.478702810264338e-06,0.005430891911501894,0.0008246716898892888,1
-5461526353880549005,0.0005188180464318246,0.17663596594806744,0.0029372163457603065,1
-5452946911323012499,0.0009002202324497244,0.298905267895896,0.003011724212111434,1
-5410682077499677357,0.0,0.046482634296737456,0.0,1
-5386698146004384763,0.0,0.43203910356912295,0.0,1
-5386144112445340314,0.0,0.00305582361025821,0.0,1
-5379446874000017649,6.8352843041058624e-06,0.0009501660974085898,0.007193778353856124,1
-5302172822841295371,0.0,0.2351042106343901,0.0,1
-5171056431401475219,1.2475462515686298e-06,0.00048604939137673506,0.0025667067456559395,1
-5076733458132235418,2.244781847124757e-05,0.0018648716827464793,0.012037191984269757,3
-5023026048409595840,0.0,0.01260026697455551,0.0,1
-4906017303833771552,0.0,0.09992468545100125,0.0,1
-4883083235163949573,0.0,0.17882151333996474,0.0,1
-4804046227605853561,1.0930121514398343e-05,0.008167201396945913,0.0013382945985004867,1
-4770796535512128114,4.876539703246304e-05,0.0036349898054654204,0.013415552626623988,1
-4753020182311543294,0.00011951420668111787,0.043229474575405255,0.002764646294107716,1
-4537869637487243367,2.846235474668739e-06,0.0005618819896402395,0.005065539610000883,1
-4521327172599997578,5.749015818302873e-05,0.007813265324759205,0.0073580194442968705,1
-4501609526552765717,0.0021342186388427793,0.3555206946243228,0.006003078501795793,1
-4485331961678204914,6.375153151935022e-06,0.007993849015024012,0.0007975073259393894,1
-4422459959158406476,1.4514089000095988e-05,0.0025834737608589568,0.0056180516403891495,1
-4411225097830194322,1.6006472918125978e-05,0.009499053793525789,0.0016850597192149192,1
-4361378247704359106,5.1668839546404675e-06,0.0004962176933199473,0.010412534708449028,1
-4287221837676133011,0.0,0.12886461728177576,0.0,1
-4168981693864858763,1.9302915268622866e-07,0.0005077149288529529,0.000380191996958464,1
-4107478209971893156,1.925179751944132e-05,0.007305771421903934,0.002635149172847263,1
-4068021820648955467,3.0259893723680404e-06,0.0004230856911124556,0.0071521902913132,3
-4011780239405903516,0.0,0.02038761541435684,0.0,1
-3994565149755687752,0.0,0.18207259969147177,0.0,1
-3981804271752766755,0.0,0.1374935266701191,0.0,1
-3951028215588507240,1.144911690780506e-06,0.001151781160925189,0.0009940357852882705,1
-3915348393366021361,0.00018323470329551007,0.02122565953392817,0.008632697749750411,1
-3897101595688741637,0.0,0.003347850951485216,0.0,1
-3893645181578205783,0.0001057194206575748,0.20721006448884663,0.000510204081632653,1
-3854007563327648048,0.0,0.10490189427985144,0.0,1
-3827965348941697352,8.543452613367674e-07,0.0033672594566819787,0.0002537212449255751,1
-3789614879902018912,0.0,0.10410039500821477,0.0,1
-3787914844630169893,0.0,0.10732951126033385,0.0,1
-3706787235844013678,0.0,0.0004884580185698312,0.0,1
-3701709818253641188,1.3728841643609692e-06,0.0011357767813768422,0.001208762308643688,1
-3627866817090561076,1.7679736449363062e-05,0.0020281770750714503,0.008717057631045468,1
-3616218491820161181,0.0,0.542615508530424,0.0,1
-3610050239324041239,0.0005871540896558767,0.3711834984172368,0.001581843191196699,1
-3546962463760690011,0.0,0.02629202066104039,0.0,1
-3437962653131081830,0.0,0.002453486266292413,0.0,1
-3357616083898399537,0.0,0.0013814013978874873,0.0,1
-3345131084630546773,1.834653614888581e-06,0.0008439093012484928,0.00217399383106024,1
-3312356187177800726,0.0,0.47836341263330595,0.0,1
-3308772218245737937,1.7310424016721441e-06,0.0007385833132274803,0.0023437334294864995,1
-3300241700544378190,1.3401804699465183e-05,0.001930101400933124,0.006943575447894068,3
-3289487396156927456,0.0,0.4167767697231275,0.0,1
-3279523658684294115,2.15033501691816e-05,0.005853331411589204,0.003673694287428592,1
-3251131114625002177,0.0,0.3327724945135333,0.0,1
-3234835210919527967,0.0,0.0007109305949678258,0.0,3
-3200987857499305905,0.0,0.0008892344790544306,0.0,1
-3094037642601529820,0.0,0.017130620985010708,0.0,1
-2997669780920391933,0.0,0.0006929228259966442,0.0,3
-2985639907300862469,0.00038528688390661184,0.09464326945278226,0.0040709380195158235,1
-2954954021158492951,0.0,0.006340982732919566,0.0,1
-2942116564566086550,1.6195143675980921e-06,0.0025145770274774856,0.0006440504108250439,1
-2931051040648488780,4.8381763103733894e-06,0.0009618800034496122,0.005029916718324663,1
-2908386060850170963,0.002247164572450468,0.3306155583792178,0.0067969111419522435,1
-2903777690115692738,0.0,0.005411235073383517,0.0,1
-2849911844129108302,0.0,0.000523659901924951,0.0,1
-2766439922799623986,0.004641396839429771,0.268979997789811,0.01725554642563681,1
-2655883408012427140,0.0,0.36424640987786877,0.0,1
-2608922074205890289,0.00033422459893048126,0.10578208556149733,0.00315955766192733,1
-2505968072075277309,0.0,0.4842268842268842,0.0,1
-2491751336521845972,0.0,0.0047387215954725745,0.0,1
-2431176743185531877,0.0,0.07813914863070578,0.0,1
-2346053214806339263,0.0,0.0014069131038105308,0.0,1
-2316469172021359319,0.0,0.23445133666355603,0.0,1
-2293191460982154968,0.0,0.0017079991060328318,0.0,1
-2169486952749159347,1.4965107419222646e-05,0.004109991629092042,0.0036411527734738144,1
-2128407496385233899,0.0,0.35980036297640655,0.0,1
-2122820348657791787,2.3244709006129302e-06,0.0016493781376206319,0.0014093013891685123,1
-2002388511327242529,0.0,0.004397039842047414,0.0,1
-1990218090045319284,2.9477892506627122e-05,0.002714126793830076,0.010860912089161833,1
-1902537841256727335,0.0,0.004085285224312721,0.0,1
-1790369226143859744,5.087639681147447e-06,0.003235738837209776,0.0015723270440251573,1
-1770867438547618446,0.0,0.2630981746423286,0.0,1
-1748352824240308314,0.0,0.0075760764341933585,0.0,1
-1675896824450820283,0.0002779743252805014,0.04134236328717275,0.006723716381418093,1
-1524048254862202059,0.0,0.04111905617917681,0.0,1
-1393820648013259287,8.937454740696346e-07,0.003123275779848991,0.0002861564386455963,1
-1387242566517597245,3.4045517904163363e-07,0.0008779771642185328,0.0003877722484327538,1
-1336648880112400364,0.0,0.0030320889262816994,0.0,1
-1326060263180539922,0.0,0.018444830626986743,0.0,1
-1325753863922031325,0.0,0.053133291840010484,0.0,1
-1260688081572900452,6.156840678250646e-06,0.0004886654054911378,0.012599297206362816,1
-1241029651006536688,0.0003742710822263631,0.045874373427150617,0.008158609137642233,1
-1238518958553201617,0.0,0.007826216954335358,0.0,1
-1178491438455451382,0.0,0.33667738683818943,0.0,1
-1014901855602266632,1.85699050812566e-05,0.014902614112066725,0.0012460837368271148,1
-993894975878977299,0.0,0.00195419827037954,0.0,1
-993181403666900966,5.634961318513665e-05,0.015412460245137639,0.0036561076096150173,1
-921532005801037022,0.0,0.2054794520547945,0.0,1
-914188715933365069,0.0,0.004206637065043669,0.0,1
-868764977932035408,0.0,0.3458227848101266,0.0,1
-862617951911430166,1.2887384024283268e-05,0.002747926466603913,0.004689857673014967,1
-851668687927025505,0.0,0.20881620608035414,0.0,1
-818035086073208278,2.510773176781366e-06,0.0012480727539817026,0.0020117202052294583,1
-805865638217031401,0.0,0.12857929515418504,0.0,1
-726908004364303050,0.0,0.01296535946762053,0.0,1
-696927248329263373,0.0,0.31274368971885896,0.0,1
-692934055680494397,8.192580944264285e-06,0.0017819893511867668,0.004597435410491202,1
-683949030328414911,1.1592439819894399e-05,0.0022107108866559126,0.005243761131257644,1
-634442373718090861,4.24326190838425e-06,0.0022430132401436045,0.0018917685515367634,1
-568955834283213690,5.261912808252115e-05,0.012974998408056507,0.00405542462724686,1
-524434051109602039,0.0,0.0007654482905868311,0.0,1
-396605278696788650,0.0,0.16440978138375212,0.0,1
-364540232246582938,3.201823446737696e-06,0.00032514736404597107,0.009847299411859927,1
-324710200093766398,0.00011399735526135794,0.22176285510176166,0.0005140507196710075,1
-303274714799517495,0.00014119735355817332,0.12142972406002905,0.0011627906976744188,1
-297406515649462783,0.0,0.0001083149799617287,0.0,1
-283893457934585375,0.0,0.16967012828344533,0.0,1
-278454767080486781,0.0,0.009673303842924873,0.0,1
-266090776728615911,2.7294711960998576e-06,0.0015002785361375379,0.0018193096350807448,1
-254727734778809055,0.0,0.013000975438615144,0.0,1
-228401069134702773,5.912114059657566e-07,0.0014347715470445638,0.0004120596112904333,1
-167616429701844629,1.004074945920676e-05,0.0029279752352871728,0.003429246715681997,1
-149380335312809798,3.7955097032680003e-07,0.001421797934844193,0.00026695141484249865,1
-84816563303443941,0.0,0.9938650306748467,0.0,1
-6090140252000346,3.5011399452317975e-06,0.001152739520980084,0.0030372342420038247,1
13336625489215284,0.0,0.5275068576653459,0.0,1
100559473287574388,1.3800308160881234e-05,0.013229665418428795,0.0010431335732540552,1
100789857988502201,0.0,0.0014105419450631033,0.0,1
174157329173781213,0.0,0.4359110169491526,0.0,1
233744514576580833,0.0,0.030390117809984456,0.0,1
281078094054220137,0.0,0.002194256837150138,0.0,1
318191926759372721,9.860301872484473e-06,0.028212821600319106,0.00034949719004259206,1
350302856130661851,0.0,0.2831065015638183,0.0,1
368648737417725068,0.0,0.23678113363673975,0.0,1
389415664833364043,0.0,0.025426923839823326,0.0,1
438471100092595588,0.0,0.05894478063540091,0.0,1
481635277359519915,1.3018129431100431e-06,0.0005566753442365557,0.002338549670985331,1
541586958194267058,0.0,0.20026545667808746,0.0,1
561676128158873774,0.00012925465269475329,0.006166110404893582,0.02096210482903023,1
588064531587401799,2.4549249568447226e-05,0.005614348574724295,0.004372590914459344,1
588459529889174869,3.1063869875440877e-06,0.0005009725035814465,0.006200713542832318,1
630541061557142349,0.0,0.2718165940617911,0.0,1
633696911452003638,0.0,0.006775029999956705,0.0,1
689813289613330717,0.001271617497456765,1.0661241098677519,0.0011927480916030535,1
713560612736570564,0.0,0.003808852687117025,0.0,1
717306677193711204,3.297078637246569e-05,0.001146534187301808,0.028756915177607888,1
775883324997971506,0.0,0.20404855098248526,0.0,1
786409334684516441,0.0004664074597642784,0.02688700826485073,0.01734694522982726,1
861624251186698269,3.1214837707639126e-05,0.0069361508179086855,0.0045003112716413924,1
871210983895238665,0.0,0.43357695614789343,0.0,1
928143134436757960,2.4964673467894445e-06,0.002588770808852888,0.0009643446759567161,1
944109542061971300,6.407832934979719e-09,0.002467938407909829,2.5964314645950606e-06,1
991610950737165571,0.0,0.00693296887618811,0.0,1
998313933675189460,8.775501399655434e-06,0.0028223385370953727,0.0031093014832610393,1
1188275114329920341,0.0008051529790660224,0.04986663002075427,0.016146127755794232,1
1201774795333526205,0.0,0.001434597600400883,0.0,1
1290936628503537137,0.0,0.0016419843637155793,0.0,1
1304176265266729982,0.0,0.015600624024960997,0.0,1
1361919445512408345,0.0004297935626475284,0.1197691394577779,0.0035885167464114838,1
1366404516630844371,0.0,0.14705882352941177,0.0,1
1368462901212802011,0.0,0.004294993717920103,0.0,1
1407160005488294331,0.0,0.0007964767321006256,0.0,1
1443953252051545844,2.641686875571265e-06,0.005537263456652226,0.0004770744423218039,1
1487949701562006700,1.2361403383383534e-06,0.0005876036800222516,0.0021036974075648108,1
1521730689539365513,0.0,0.45515196441808753,0.0,1
1526042711510747164,8.625598810633432e-08,0.0018225027726987378,4.732831653178097e-05,1
1636913443382205628,9.71093148235935e-06,0.0006617974647374316,0.014673570087205103,1
1670103115711273341,0.0,0.005991709996467722,0.0,1
1747570011151711681,0.0,0.3492643110299645,0.0,1
1962057261206737517,3.979543909162157e-07,0.000536538292210964,0.0007417073425949292,1
1989707195139278249,2.018731786695178e-06,0.002417214109248654,0.0008351481066452418,1
2036172393550896795,0.0,0.0035440404477091883,0.0,1
2047957269254984023,0.0,0.036532273712123656,0.0,1
2071316140644863990,0.0,0.0836003770028275,0.0,1
2076397114169921196,0.0,0.19638619937269874,0.0,1
2078075628700039988,1.1599689789473598e-05,0.0021555450201876194,0.005381325688323575,1
2094265313350985430,0.0,0.15794804154791908,0.0,1
2173236533417397760,0.0,0.0034747144466952757,0.0,1
2252382104707823221,8.151453365390956e-06,0.0014023249598094346,0.0058128134341263364,1
2272073421998175100,0.0,0.004232359657532844,0.0,1
2285034429504684367,0.0005142070429777564,0.05453912120357623,0.009428223844282237,1
2307215699257284605,0.0,0.21032850779510023,0.0,1
2422703623202181644,0.0,0.19276306052982092,0.0,1
2434462897306508379,0.0,0.0075414908148065335,0.0,1
2438624499777602772,0.0,0.001879030668093828,0.0,1
2455293576268685968,0.0,0.014559699796687066,0.0,1
2460331424540013584,5.369239980022681e-06,0.0018014445991834961,0.002980519069227156,1
2489371954506183048,4.878026673640568e-06,0.01190617859165435,0.00040970548493702474,1
2512447700363632647,8.817210234681747e-06,0.0027620061012695587,0.0031923210562890894,1
2533904000155148794,2.622101921850874e-06,0.0030021364341606895,0.0008734119782214156,1
2542514603178726834,0.0,0.3352523764894899,0.0,1
2546529770428722279,0.0,0.011868440157301118,0.0,1
2566622833144809077,0.0,0.12526639829505093,0.0,1
2574721804361969982,0.0,0.002240757507952448,0.0,1
2628926392857285414,0.0,0.03142637520862348,0.0,1
2721803057618640372,0.0,0.09676957921087137,0.0,1
2725457183559755122,0.0,0.2500569242679539,0.0,1
3007881123005767412,2.4822894955398726e-06,0.0017726912814419829,0.0014002942991408363,1
3088182969163299150,8.855506072405396e-07,0.0002109390320479875,0.004198135350498251,1
3118460886278954107,0.0,0.0022410714340939746,0.0,1
3119899828331596587,0.00021787283488870331,0.015456867230715229,0.014095536413469069,1
3141727685331597704,0.0,0.017854402146736573,0.0,1
3293903609302175654,0.0,0.03854245062192961,0.0,1
3315586447539715954,7.429919038689811e-07,0.0007758677605079441,0.0009576269845038542,1
3325320935327612181,0.0,0.163521215959468,0.0,1
3326396497724131321,0.0,0.01958887049515991,0.0,1
3326400093939693588,0.0,0.0016133925096031548,0.0,1
3354601079660512659,0.0005792289810933809,0.05438273974263146,0.010650970948403955,1
3426212254222145371,1.6735291337478994e-05,0.0009682775195155694,0.0172835690183654,1
3453119425551998476,0.0,0.2780750741801314,0.0,1
3457913662548605824,0.0,0.4165711009174312,0.0,1
3515496778921474755,0.0,0.7383616830796778,0.0,1
3535598963269051002,1.5855318465953136e-05,0.005602965684727705,0.002829808240512842,1
3649535419292021526,2.8697922509680745e-06,0.0013051823229954845,0.0021987673295955318,1
3712774537742702898,0.0,0.1753952198996029,0.0,1
3758477221848780749,0.0,0.3388561053109396,0.0,1
3833539367299774130,0.0,0.06682372014084151,0.0,1
3847514155032494697,0.0,0.05119808922104939,0.0,1
3866624385674683679,0.0,0.00396553065136729,0.0,1
3891574049439507949,6.703255899430072e-05,0.008247812044265041,0.008127314084577198,1
3910340568439649759,0.0,0.00022130421953378578,0.0,1
3938308991934314474,0.0,0.033785224676313785,0.0,1
3947184700273752238,3.1691162454348434e-05,0.005483696585138042,0.005779160455419448,1
3961155493371739666,8.769391670122176e-06,0.002471073455992864,0.0035488186920767527,1
3988943035735646529,1.3955987085622115e-05,0.0010989436795468936,0.012699456164465427,1
4034404390326391253,0.0,0.0059844761608651076,0.0,1
4143875901163467010,0.0,0.022301720200943825,0.0,1
4181708079722080537,6.352608705487246e-06,0.0014445486830007748,0.004397642516478511,1
4198213045022009390,3.7240159465832665e-05,0.005488851203347142,0.0067846910193381325,1
4222920833831271693,0.0,0.057997590541275304,0.0,1
4270480255610467745,5.554149427175135e-06,0.0032053152068043417,0.0017327935222672065,1
4453693992225383600,0.00013663023208551611,0.010503856299488752,0.013007625789032001,1
4554963969772725035,6.12740064026202e-06,0.0011074614109423222,0.005532834444360736,1
4574339596566000361,0.0,0.044962531223980015,0.0,1
4601054040642727769,0.0,0.19855765746176707,0.0,1
4643034808656860916,1.7306019047441908e-06,0.0006722092885608775,0.002574498648254638,3
4669387940707454597,0.0,0.0031120134798310662,0.0,1
4698713378500794746,0.0,0.00025669908285419545,0.0,2
4779071395767178535,0.0,0.0031774826745808895,0.0,1
4854608839208477361,0.00038910832138334717,0.15553850411331102,0.0025016848631891093,1
4858113046245456534,1.493598222782476e-06,0.0007349025037128308,0.002032376016188008,1
4911077409738224793,9.192647674426754e-08,0.0008300271401431778,0.00011075116980923111,1
4912689186847294448,0.00013877239801753717,0.01300991231414411,0.010666666666666666,1
4922180701162935889,0.0,0.07159614917886903,0.0,1
4956540127975893389,8.263569502941649e-06,0.0020945823096594307,0.003945211159682364,1
5006517160118760773,0.0,0.019346812097566456,0.0,1
5062890953688638070,9.352578333291418e-09,0.002022887872864267,4.623379505483328e-06,1
5099645460170416343,0.0,0.003559690106873902,0.0,1
5126167603431265168,0.0,0.00590596052184878,0.0,1
5131072575671187339,5.800978930077235e-07,0.001245665306137568,0.0004656932244556381,1
5202906690079425888,1.0755883121557235e-06,0.0027482456739202996,0.00039137269362874143,1
5210516722818388672,0.0,0.08402631481686809,0.0,1
5249089587756241913,0.0,0.002630643748531032,0.0,1
5291306812915208260,1.1407535884997495e-05,0.002375691932359425,0.004801774055640316,3
5356655140847559003,3.2029750580960675e-06,0.0014303812298918491,0.002239245727754861,1
5370546085633918334,2.9177528335858294e-05,0.00287011268844988,0.010165987019700189,1
5444802452533942544,0.0,0.5942834458118301,0.0,1
5446478576611860141,0.0,0.0069000606220076185,0.0,1
5476868851536555227,0.0,0.002479126665701636,0.0,1
5531112020112749792,3.2389477811042715e-06,0.0007478706073578928,0.004330893271159507,1
5587469240650596443,0.00040909834724267715,0.15466644848088146,0.0026450361488273674,1
5675818343848836722,0.0,0.11219213999528634,0.0,1
5692964677188898647,0.0005025967498743509,0.7976210420505948,0.0006301197227473219,1
5711124637869185011,0.0,0.006645139628679321,0.0,1
5730219411853258051,0.0,0.06727396867048217,0.0,1
5739662650310441273,0.00012605497669759922,0.028099829449006054,0.004485969458510647,1
5755059920468209993,0.0,0.08245847464653604,0.0,1
5846808040579860367,2.9192607522654035e-05,0.01684208145605815,0.0017333135217769272,1
5848078414541781821,0.0,0.1531510351617027,0.0,1
5917076317900739284,0.0,0.0735885555854246,0.0,1
5945684069320962196,1.3612005875984693e-06,0.0005095027521027385,0.00267162558392617,3
6010912002996852964,2.894629706244215e-06,0.000538575538621401,0.005374603001193922,1
6063776375103287957,0.0,0.2803370786516854,0.0,1
6074767900863974281,0.005377866630029132,0.35113151098985834,0.015315818893236445,1
6105804766757409399,1.8249900236728919e-06,0.005960871179094411,0.0003061616278629508,1
6123399344534004308,0.0008573878250928836,0.4889968562446413,0.0017533606078316774,1
6138124930569705182,8.172392743027616e-06,0.003798681379323167,0.002151376208468355,1
6184570111763421703,0.0,0.45999999999999996,0.0,1
6271968707908313912,0.0,0.5311041493510645,0.0,1
6332781395352605057,0.0,0.01352770721750855,0.0,1
6380691588350137556,0.0,0.2883446444378873,0.0,1
6395755820751892962,0.0,0.054668386637605086,0.0,1
6448806843639259373,0.0003076718713677626,0.04875671261884436,0.006310348972314596,1
6452373204877138351,0.0,0.294810684414066,0.0,1
6475889242854682054,1.0215146683959084e-06,0.00016171370764362668,0.0063168093990340676,1
6477430654001810401,0.0,0.01938616194774782,0.0,1
6500184419491894776,0.0,0.0035678734601714292,0.0,1
6545352186812561253,0.0,0.004510247748180792,0.0,1
6578249113690412375,0.0,0.007766679718455264,0.0,1
6615328401881338057,0.00035902931528757705,0.04119045417208384,0.008716323296354992,1
6637756471418353635,0.0,0.0010936012450277121,0.0,1
6680562133571448324,0.0,0.16364066232400395,0.0,1
6766934833499877224,1.5107933044268214e-05,0.005741583745432475,0.002631318067299258,1
6948619460299903311,0.0,0.03211135191233479,0.0,1
7011555387100566381,0.0,0.2879732935078626,0.0,1
7017609667154270509,0.0,0.00988701756748753,0.0,1
7041448823111437334,1.2799870002366131e-05,0.008737551442308866,0.001464926425541457,1
7042856470513389193,0.0,0.0232566045874344,0.0,1
7091406235170201977,0.0,0.01774434606057188,0.0,1
7129878738578559652,4.001035876033473e-06,0.0007781622520465887,0.005141647343482205,1
7131511567333708953,0.0,0.07230086125832146,0.0,1
7135970613326542576,0.00045745654162854526,0.09283508691674291,0.004927625500461964,1
7145652382844381978,0.0010477422545223348,0.07106897967653773,0.014742610057032094,1
7147468048202319595,0.0,0.10488655065609466,0.0,1
7159428395211662319,0.0011536290223607666,0.11968287474534253,0.009639048400328138,1
7173430650231221119,0.0,0.17924381353908142,0.0,1
7192874791158894444,1.1522953505282457e-05,0.002222730476154611,0.005184143389808334,1
7241127742033244451,0.0,0.16873921429296518,0.0,1
7310378866241806630,1.0317663668238963e-05,0.025560292127450656,0.0004036598493003229,1
7318397894198738734,0.0001259759197029488,0.058512665304027135,0.002152968405188654,1
7370193338727327827,4.245390535385775e-06,0.0014812167577960974,0.002866150759529951,1
7394655597984195101,0.0,0.1510464058234759,0.0,1
7423694670069880235,2.6300499377747527e-05,0.0038496994693582092,0.006831831831831832,1
7428616204625035729,0.0,0.297153024911032,0.0,1
7453220017907102666,7.418224229693665e-07,0.001619566393395059,0.0004580376735369901,3
7549449037551221700,0.0,0.573723670117815,0.0,1
7549864519307201305,0.0,0.04806720074667496,0.0,1
7639136289033893713,0.0,0.0010698059448049143,0.0,1
7672760061654121012,1.1885921871666575e-05,0.0023348462000751156,0.0050906658739595725,1
7757900400197676561,0.0,0.12254727654759981,0.0,1
7851036133900638808,0.0,0.12727776310619576,0.0,1
7859472130989837307,1.5015461935232796e-05,0.0022404160743031724,0.006702086325596015,1
7877836739656712572,1.7392155915852116e-06,0.0016566507592608091,0.001049838405507533,1
7909170567578950155,0.0,0.0008532606267290476,0.0,1
7926168137232200718,0.0033354329510338152,0.10968459232892695,0.0304093116472674,1
7935294916997841281,0.0,0.040294135561498814,0.0,1
7939010487403758705,2.1817990410868553e-05,0.009818315428354214,0.002222172486724209,1
7987368447141543131,0.000260000143448355,0.03269546631474004,0.007952177251288802,1
8042239861212688284,7.880741431912038e-06,0.004589799257957669,0.001717012224063748,1
8060583826328174086,0.0,0.0021788985391463737,0.0,1
8081170759404864184,0.0,0.0037757624852471695,0.0,1
8130874155347252518,1.0710766462448052e-06,0.08980549248104194,1.1926627388307134e-05,1
8242816053861452726,7.256522891813076e-05,0.003795511320333707,0.01911869647954329,1
8312803164197516304,3.591320793141289e-07,0.0008828288712573843,0.0004067969354045126,1
